validation_sample_id,case_category,recommended_priority,model_name,direction_forward,gamma,alpha_index_forward,alpha,segment_initial_phi_forward,segment_peak_phi_forward,final_phi_forward,transport_retention_forward,final_sync_forward,final_energy_forward,initial_coupling_entropy_global_forward,segment_initial_coupling_entropy_forward,final_coupling_entropy_forward,coupling_entropy_drop_forward,final_coupling_spectral_radius_forward,coupling_concentration_forward,final_M_saturation_fraction_forward,final_C_saturation_fraction_forward,segment_M_saturation_max_forward,segment_C_saturation_max_forward,memory_regime_forward,direction_backward,alpha_index_backward,segment_initial_phi_backward,segment_peak_phi_backward,final_phi_backward,transport_retention_backward,final_sync_backward,final_energy_backward,initial_coupling_entropy_global_backward,segment_initial_coupling_entropy_backward,final_coupling_entropy_backward,coupling_entropy_drop_backward,final_coupling_spectral_radius_backward,coupling_concentration_backward,final_M_saturation_fraction_backward,final_C_saturation_fraction_backward,segment_M_saturation_max_backward,segment_C_saturation_max_backward,memory_regime_backward,H_phi,H_sync,H_entropy,H_spectral_radius,saturation_warning_forward,saturation_warning_backward,saturation_warning_any,memory_strength,hysteresis_detected
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.1,3,0.1,0.0030963509439269027,0.0030963509439269027,0.0019992489265672968,0.645679046764027,0.009090432467066182,0.21992891249238092,2.4288048348726483,2.5882402868765553,2.486752025124061,0.10148826175249415,0.0414278035541369,1.783751505586334,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,3,0.0033216738574787115,0.0033216738574787115,0.002163156925316838,0.651224959908478,0.009757300065978915,0.2216962592817234,2.4288048348726483,2.4442544640001516,2.4057724140411016,0.03848204995904991,0.08714232471613848,1.7109553462467662,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.07577258808893914,0.06834550483586911,0.08097961108295948,0.5245960709722814,False,False,False,0.23764422724878223,True
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.1,4,0.2,0.0019992489265672968,0.0019992489265672968,0.001325600083193864,0.6630490405248664,0.0060182952021634595,0.22026172506748035,2.4288048348726483,2.486752025124061,2.33581985986474,0.15093216525932096,0.06998279005788287,1.8150565232266354,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,2,0.004942484056677279,0.004942484056677279,0.0033216738574787115,0.6720656695531624,0.014844234885533186,0.2237686134107141,2.4288048348726483,2.4956113404556315,2.4442544640001516,0.05135687645547993,0.1364699988178471,1.6775406663352463,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.6009240700106019,0.5945701985204164,0.1084346041354114,0.48719285803043516,False,False,False,0.5119708012482065,True
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.1,5,0.3,0.001325600083193864,0.001325600083193864,0.0009355478319131252,0.7057542037514724,0.00423257286720324,0.2210352571038683,2.4288048348726483,2.33581985986474,2.2629230842810975,0.07289677558364271,0.10784601082050904,1.8249475584724,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,1,0.00651803863097708,0.00651803863097708,0.004942484056677279,0.7582778095898003,0.021479894254427263,0.2300981558909944,2.4288048348726483,2.5406401463802,2.4956113404556315,0.045028805924568704,0.19895152313413214,1.631374222744893,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.8107130297244122,0.8029518759323591,0.23268825617453404,0.45792819717063576,False,False,False,0.6986580796284204,True
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.1,6,0.4,0.0009355478319131252,0.0009355478319131252,0.0007174220289765887,0.7668469785694094,0.0032320210670132507,0.22197319079964012,2.4288048348726483,2.2629230842810975,2.2328872800328328,0.030035804248264686,0.14798822446041543,1.8274761607282315,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,0,0.001390938468126975,0.006614771396992886,0.00651803863097708,0.9853762494278853,0.02475196532318094,0.26333418562415106,2.4288048348726483,2.4288048348726483,2.5406401463802,-0.11183531150755188,0.3055419242733719,1.611476640589202,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.8899328355531735,0.8694236588617151,0.3077528663473674,0.5156532943461981,False,False,False,0.7761228953695434,True
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.2,0,0.0,0.001390938468126975,0.0055644475845947365,0.005061387470722291,0.9095938802308481,0.019647040290529875,0.2576157729549699,2.4288048348726483,2.4288048348726483,2.4392548272645276,-0.01044999239187927,0.04734982397085374,1.7331234051907747,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,6,0.0005905091116583168,0.0005905091116583168,0.0005017796204502037,0.8497406893372462,0.0022917354406635946,0.21895180898581754,2.4288048348726483,2.2243405151141338,2.2243421934556338,-1.6783414999999025e-06,0.0016398290037597984,1.8423026990084268,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.900861251138424,0.8833546728841598,0.2149126338088938,0.9653677908975001,False,False,False,0.857301390914895,True
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.2,1,0.02,0.005061387470722291,0.005061387470722291,0.003103239946603153,0.6131204069913226,0.013790118228458758,0.22503359979894705,2.4288048348726483,2.4392548272645276,2.5700643569659594,-0.13080952970143178,0.014254792573286696,1.7490025975850814,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,5,0.0007742021135025766,0.0007742021135025766,0.0005905091116583168,0.7627324965880748,0.002694686307122533,0.219138350203323,2.4288048348726483,2.2369679529931688,2.2243405151141338,0.012627437879034975,0.007405394478908483,1.842313032752154,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.8097120678294928,0.8045929510331475,0.3457238418518256,0.48049791385483936,False,False,False,0.7419255230953363,True
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.2,2,0.05,0.003103239946603153,0.003103239946603153,0.0017905643152060365,0.5769983454192813,0.00813546781588997,0.22009358966533626,2.4288048348726483,2.5700643569659594,2.4445801123457924,0.12548424462016694,0.012491604170061989,1.8029899973529433,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,4,0.0011483505743284928,0.0011483505743284928,0.0007742021135025766,0.6741862024853441,0.0035276988291723793,0.21946377822854263,2.4288048348726483,2.2615452833151117,2.2369679529931688,0.02457733032194298,0.01655121018425455,1.8337002451998234,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.5676211641796782,0.5663803349023696,0.20761215935262367,0.24527547948181205,False,False,False,0.5126238664897044,True
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.2,3,0.1,0.0017905643152060365,0.0017905643152060365,0.001093575825155662,0.6107436718457571,0.004983583060464252,0.2194356574150865,2.4288048348726483,2.4445801123457924,2.2684134600636368,0.17616665228215567,0.02150590359766024,1.8291419593221552,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,3,0.0018854153710998998,0.0018854153710998998,0.0011483505743284928,0.6090703360763979,0.005216958229993084,0.22011879790918223,2.4288048348726483,2.3041718493160595,2.2615452833151117,0.04262656600094772,0.03241865004375245,1.8141800031765705,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.04769862997383195,0.04473395400070271,0.006868176748525023,0.33661939750815256,False,False,False,0.1192552922894393,True
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.2,4,0.2,0.001093575825155662,0.001093575825155662,0.0007486443603491433,0.6845838600702386,0.0034077481396103853,0.21968887654788286,2.4288048348726483,2.2684134600636368,2.2214683360566534,0.04694512400698336,0.042190055592625855,1.8422998536687694,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,2,0.0032354073335862637,0.0032354073335862637,0.0018854153710998998,0.5827443583208055,0.008501799355653747,0.22176662753703866,2.4288048348726483,2.382284777573127,2.3041718493160595,0.07811292825706762,0.061495392277040505,1.7900747270893447,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.6029286848789541,0.5991733046553979,0.08270351325940606,0.31393143403539886,False,False,False,0.45332558278319407,True
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.2,5,0.3,0.0007486443603491433,0.0007486443603491433,0.0005830159182913847,0.7787621845447722,0.002647795530139215,0.22018917686621028,2.4288048348726483,2.2214683360566534,2.211842662052085,0.009625674004568374,0.06543285285414865,1.8486316988374525,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,1,0.005179165006937105,0.005179165006937105,0.0032354073335862637,0.6246967085674969,0.014196485223824596,0.2279019970490013,2.4288048348726483,2.4817712529363005,2.382284777573127,0.09948647536317345,0.10614842017112225,1.7419805623400464,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.8198013854209366,0.8134893609786481,0.17044211552104205,0.3835720517644286,False,False,False,0.6515371281124319,True
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.2,6,0.4,0.0005830159182913847,0.0005830159182913847,0.0005047802010219502,0.8658086071397081,0.0022866584790769153,0.22075014946076305,2.4288048348726483,2.211842662052085,2.2088344559757487,0.0030082060763363394,0.08906279419518329,1.8488751668838594,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,0,0.001390938468126975,0.005636685417452355,0.005179165006937105,0.9188316576941649,0.019793467275777736,0.26166032129575956,2.4288048348726483,2.4288048348726483,2.4817712529363005,-0.05296641806365221,0.20968406547671653,1.6867785195068288,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.9025363738655996,0.8844740818724728,0.27293679696055184,0.5752524447040153,False,False,False,0.7879571816931549,True
val_cut_e0_e3_probe_e5_e6,fracture_precursor,A,suppression_sensitive_coupling,forward,0.05,0,0.0,0.0012656840592016765,0.008065569047180378,0.007830723478927383,0.9708829509920349,0.030358250811060333,0.2579438297569647,2.4135607587745005,2.4135607587745005,2.462741313567191,-0.04918055479269068,0.20044776593151264,1.6487702088042198,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,6,0.0,0.0,0.0,0.0,0.0,0.21824261143435922,2.4135607587745005,2.573269278298347,2.5759764130394256,-0.002707134741078754,0.056349905398409644,1.5129204048525349,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.9999999998722978,0.99999999996706,0.11323509947223442,0.7188798531265163,False,False,False,0.777321503857715,True
val_cut_e0_e3_probe_e5_e6,fracture_precursor,A,suppression_sensitive_coupling,forward,0.05,1,0.02,0.007830723478927383,0.007830723478927383,0.005492911375482555,0.7014564349721479,0.024416582649990484,0.22496642770296504,2.4135607587745005,2.462741313567191,2.519566245296316,-0.05682493172912473,0.12867520971902394,1.5949111442404624,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,5,0.00045411986369203635,0.00045411986369203635,0.0,0.0,0.0,0.2187397960484843,2.4135607587745005,2.58043131255846,2.573269278298347,0.0071620342601130815,0.08341126235719143,1.51778099649115,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.9999999998179471,0.9999999999590443,0.05370303300203094,0.3517689806787135,False,False,False,0.624969556038296,True
val_cut_e0_e3_probe_e5_e6,fracture_precursor,A,suppression_sensitive_coupling,forward,0.05,2,0.05,0.005492911375482555,0.005492911375482555,0.003215678585645725,0.5854233511600763,0.014643510191643104,0.21959752433408206,2.4135607587745005,2.519566245296316,2.591118403094913,-0.07155215779859692,0.09683243906878643,1.5932992183044663,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,4,0.0017064516119542853,0.0017064516119542853,0.00045411986369203635,0.2661193908134575,0.0020700960085954603,0.21937140200572253,2.4135607587745005,2.592941996839331,2.58043131255846,0.012510684280870876,0.11696276389763,1.5073124536823208,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.8587794605536964,0.858633894307973,0.010687090536452892,0.17210883325474627,False,False,False,0.4855983341439499,True
val_cut_e0_e3_probe_e5_e6,fracture_precursor,A,suppression_sensitive_coupling,forward,0.05,3,0.1,0.003215678585645725,0.003215678585645725,0.0015163426886445027,0.4715467195451894,0.0069351573761181765,0.21864575040015125,2.4135607587745005,2.591118403094913,2.6274568201103428,-0.03633841701542995,0.09083915716333146,1.6322557687752268,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,3,0.003444463180652735,0.003444463180652735,0.0017064516119542853,0.49541874073262393,0.00774740714952757,0.22026099558461223,2.4135607587745005,2.6082843372529974,2.592941996839331,0.015342340413666555,0.15933822900863773,1.4882805569570443,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.11140598530107604,0.10484149827521093,0.03451482327101196,0.42989728372820707,False,False,False,0.18438283048158569,True
val_cut_e0_e3_probe_e5_e6,fracture_precursor,A,suppression_sensitive_coupling,forward,0.05,4,0.2,0.0015163426886445027,0.0015163426886445027,0.00031566722196284816,0.208176703141461,0.0014428403971103434,0.21878180192005464,2.4135607587745005,2.6274568201103428,2.561403188806665,0.06605363130367792,0.11597871478911743,1.6970469410428148,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,2,0.005718745628142291,0.005718745628142291,0.003444463180652735,0.602310961882972,0.015517880983692585,0.22196736682491952,2.4135607587745005,2.6290300251545364,2.6082843372529974,0.02074568790153908,0.21395067962158607,1.4647974918131819,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.9083551757370263,0.9070207846333133,0.04688114844633251,0.4579184558109067,False,False,False,0.6030750046055356,True
val_cut_e0_e3_probe_e5_e6,fracture_precursor,A,suppression_sensitive_coupling,forward,0.05,5,0.3,0.00031566722196284816,0.00031566722196284816,0.0,0.0,0.0,0.21937568501606744,2.4135607587745005,2.561403188806665,2.4518238132567864,0.1095793755498784,0.15956337739991622,1.7408784431352469,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,1,0.007973728663144608,0.007973728663144608,0.005718745628142291,0.7171984236004569,0.025096605919792316,0.2278692842537815,2.4135607587745005,2.641421222141804,2.6290300251545364,0.012391196987267428,0.2790459894597729,1.4341719672720108,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.9999999998251364,0.999999999960154,0.17720621189775,0.42818250959544085,False,False,False,0.7557676161407011,True
val_cut_e0_e3_probe_e5_e6,fracture_precursor,A,suppression_sensitive_coupling,forward,0.05,6,0.4,0.0,0.0,0.0,0.0,0.0,0.22015763178358008,2.4135607587745005,2.4518238132567864,2.3657531331368675,0.08607068011991892,0.2083197469576538,1.7635011437047112,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,0,0.0012656840592016765,0.008168489549238532,0.007973728663144608,0.9761570501013572,0.030550728597240888,0.2609996235528319,2.4135607587745005,2.4135607587745005,2.641421222141804,-0.22786046336730337,0.38710074375708414,1.4497495889751004,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.9999999998745881,0.9999999999672676,0.27566808900493633,0.46184617230071323,False,False,False,0.8135532797303201,True
val_cut_e0_e3_probe_e5_e6,fracture_precursor,A,suppression_sensitive_coupling,forward,0.1,0,0.0,0.0012656840592016765,0.007346404847173272,0.0067686578616871365,0.9213565004343865,0.0262909915509944,0.2574516008100549,2.4135607587745005,2.4135607587745005,2.456846540041107,-0.04328578126660654,0.14860230338601998,1.6951815037752167,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,6,0.0,0.0,0.0,0.0,0.0,0.2174627961533295,2.4135607587745005,2.399895004062821,2.400123483622209,-0.00022847955938809505,0.013922439452062034,1.7187561880845192,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.9999999998522602,0.9999999999619642,0.056723056418897855,0.9063107425945988,False,False,False,0.7651806267786764,True
val_cut_e0_e3_probe_e5_e6,fracture_precursor,A,suppression_sensitive_coupling,forward,0.1,1,0.02,0.0067686578616871365,0.0067686578616871365,0.003797539098312442,0.5610475777253765,0.016932218790747952,0.22427888189039236,2.4135607587745005,2.456846540041107,2.5265197112788886,-0.0696731712377816,0.07145130359779525,1.670393550781553,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,5,0.0,0.0,0.0,0.0,0.0,0.21779031410051664,2.4135607587745005,2.424732673124116,2.399895004062821,0.02483766906129503,0.029580063820729474,1.7191011863756676,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.9999999997366715,0.999999999940941,0.12662470721606756,0.5860108586986196,False,False,False,0.7687891291598844,True
val_cut_e0_e3_probe_e5_e6,fracture_precursor,A,suppression_sensitive_coupling,forward,0.1,2,0.05,0.003797539098312442,0.003797539098312442,0.0013447189887517044,0.35410273695277306,0.006143165161591327,0.21889676630529792,2.4135607587745005,2.5265197112788886,2.6035165211019127,-0.07699680982302404,0.044556211260322894,1.6960217605941363,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,4,0.0,0.0,0.0,0.0,0.0,0.2182828742374335,2.4135607587745005,2.463328122168484,2.424732673124116,0.03859544904436785,0.05246614379766662,1.697936656415006,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.9999999992563502,0.9999999998372174,0.17878384797779656,0.15076260545652587,False,False,False,0.6872879900730977,True
val_cut_e0_e3_probe_e5_e6,fracture_precursor,A,suppression_sensitive_coupling,forward,0.1,3,0.1,0.0013447189887517044,0.0013447189887517044,0.0,0.0,0.0,0.2179797465349155,2.4135607587745005,2.6035165211019127,2.544904432343676,0.05861208875823687,0.0447954450056803,1.7589408768313315,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,3,0.0014903607039224928,0.0014903607039224928,0.0,0.0,0.0,0.21908831876846668,2.4135607587745005,2.5117432372232824,2.463328122168484,0.04841511505479845,0.08629512186218824,1.6623347135623916,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.0,0.0,0.08157631017519185,0.4809040877455538,False,False,False,0.19419310877112234,True
val_cut_e0_e3_probe_e5_e6,fracture_precursor,A,suppression_sensitive_coupling,forward,0.1,4,0.2,0.0,0.0,0.0,0.0,0.0,0.21810151219394303,2.4135607587745005,2.544904432343676,2.3730018450565122,0.17190258728716357,0.07038232069687564,1.8081055103114414,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,2,0.003966422637812871,0.003966422637812871,0.0014903607039224928,0.3757443015120924,0.006750028937997859,0.22079323179384058,2.4135607587745005,2.571244083287816,2.5117432372232824,0.05950084606453343,0.1360858836009617,1.6130054820649438,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.9999999993290215,0.9999999998518524,0.13874139216677017,0.48280954030664003,False,False,False,0.7515672308102538,True
val_cut_e0_e3_probe_e5_e6,fracture_precursor,A,suppression_sensitive_coupling,forward,0.1,5,0.3,0.0,0.0,0.0,0.0,0.0,0.21858642117470073,2.4135607587745005,2.3730018450565122,2.272284164524994,0.1007176805315182,0.10645378588051563,1.8238330546199348,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,1,0.00689128998096356,0.00689128998096356,0.003966422637812871,0.5755704154366036,0.017487071146020494,0.22682029510216203,2.4135607587745005,2.6167074391300638,2.571244083287816,0.04546335584224792,0.20183395864761558,1.5453810318434975,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.9999999997478836,0.999999999942815,0.2989599187628218,0.47256751740747854,False,False,False,0.8199100865574573,True
